GID	GENE_NAME	TYPE	ASPGD_ID	DESCRIPTION	KEGG_ID	NCBI_ID
AN3096	rmtB	ORF|Verified	ASPL0000034802	Putative transferase with a predicted role in histidine metabolism; arginine methyltransferase for histones H4, H3, and H2A	AN3096.2	2874077
AN3097	AN3097	ORF|Uncharacterized	ASPL0000039099	Ortholog of Aspergillus brasiliensis : Aspbr1_0026497, Aspergillus glaucus : Aspgl1_0033135, Neosartorya fischeri NRRL 181 : NFIA_064800 and Aspergillus kawachii : Aspka1_0179197	AN3097.2	2873849
AN3098	nsfA	ORF|Uncharacterized	ASPL0000035450	Putative secretory component; ortholog of S. cerevisiae Sec18p	AN3098.2	2873847
AN3099	AN3099	ORF|Uncharacterized	ASPL0000039886	Protein of unknown function	AN3099.2	2874226
AN3100	AN3100	ORF|Uncharacterized	ASPL0000034888	Ortholog of A. fumigatus Af293 : Afu3g12520, A. niger CBS 513.88 : An02g08470, A. oryzae RIB40 : AO090005000716, Aspergillus wentii : Aspwe1_0169235 and Aspergillus sydowii : Aspsy1_0029176	AN3100.2	2873848
AN3101	phkB	ORF|Uncharacterized	ASPL0000039187	Putative histidine-containing phosphotransfer protein	AN3101.2	2874078
AN3102	phkA	ORF|Uncharacterized	ASPL0000035576	Putative histidine-containing phosphotransfer protein	AN3102.2	2874225
AN3103	AN3103	ORF|Uncharacterized	ASPL0000039959	Ortholog of A. fumigatus Af293 : Afu3g12570, A. niger CBS 513.88 : An02g08530, A. oryzae RIB40 : AO090005000710, Aspergillus wentii : Aspwe1_0037169 and Aspergillus sydowii : Aspsy1_0087219	AN3103.2	2874235
AN3104	AN3104	ORF|Uncharacterized	ASPL0000036333	Putative allantoicase with a predicted role in purine metabolism	AN3104.2	2874234
AN3105	AN3105	ORF|Uncharacterized	ASPL0000040762	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane localization	AN3105.2	2874238
AN3107	AN3107	ORF|Uncharacterized	ASPL0000041502	Ortholog of A. fumigatus Af293 : Afu3g12650, A. niger CBS 513.88 : An02g08610, A. oryzae RIB40 : AO090005000705, Aspergillus wentii : Aspwe1_0105375 and Aspergillus sydowii : Aspsy1_0087216	AN3107.2	2874236
AN3108	AN3108	ORF|Uncharacterized	ASPL0000037790	Has domain(s) with predicted DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	AN3108.2	2874233
AN3110	ksg1	ORF|Uncharacterized	ASPL0000035560	Putative phosphoinoside-dependent protein kinase; mutants lethal forming only microcolonies	AN3110.2	2874224
AN3111	AN3111	ORF|Uncharacterized	ASPL0000039949	Has domain(s) with predicted role in anaphase-promoting complex-dependent catabolic process, regulation of mitotic metaphase/anaphase transition and anaphase-promoting complex localization	AN3111.2	2873997
AN3112	ugmA	ORF|Verified	ASPL0000036309	UDP-galactopyranose mutase, a flavoenzyme that converts UDP-galactopyranose to UDP-galactofuranose, a central enzyme in in galactofuranose biosynthesis; involved in cell wall biogenesis	AN3112.2	2873996
AN3113	ugtA	ORF|Verified	ASPL0000040742	UDP-galactofuranose transporter; 11 membrane-predicted spanning regions; required for wild-type conidiophore development, conidiation, cell wall architecture, hyphal morphology and drug sensitivity; required for cell wall galactofuranose	AN3113.2	2873995
AN3114	AN3114	ORF|Uncharacterized	ASPL0000037064	Ortholog of A. fumigatus Af293 : Afu3g12710, A. niger CBS 513.88 : An02g08680, A. oryzae RIB40 : AO090012000852, Aspergillus wentii : Aspwe1_0105294 and Aspergillus sydowii : Aspsy1_0056161	AN3114.2	2873797
AN3115	AN3115	ORF|Uncharacterized	ASPL0000041466	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN3115.2	2873799
AN3116	AN3116	ORF|Uncharacterized	ASPL0000037776	Ortholog(s) have RNA polymerase III general transcription initiation factor activity, RNA polymerase III type 3 promoter sequence-specific DNA binding activity and role in positive regulation of transcription by RNA polymerase III	AN3116.2	2873798
AN3117	AN3117	ORF|Uncharacterized	ASPL0000034395	Ortholog(s) have copper-exporting ATPase activity, role in cadmium ion transport, cellular copper ion homeostasis, copper ion transport, silver ion transport and plasma membrane localization	AN3117.2	2873800
AN3118	AN3118	ORF|Uncharacterized	ASPL0000038580	Ortholog(s) have crossover junction endodeoxyribonuclease activity	AN3118.2	2874172
AN3119	AN3119	ORF|Uncharacterized	ASPL0000035041	Has domain(s) with predicted catalytic activity, coenzyme binding activity and role in cellular metabolic process	AN3119.2	2873998
AN3120	AN3120	ORF|Uncharacterized	ASPL0000036293	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN3120.2	2873801
AN3121	AN3121	ORF|Uncharacterized	ASPL0000040720	Ortholog of A. fumigatus Af293 : Afu3g12790, A. niger CBS 513.88 : An02g08810, Neosartorya fischeri NRRL 181 : NFIA_064510 and Aspergillus wentii : Aspwe1_0025248	AN3121.2	2874171
AN3122	AN3122	ORF|Uncharacterized	ASPL0000037048	Transcript levels increase during the unfolded-protein response (UPR); S. cerevisiae ortholog of Bch1p	AN3122.2	2874175
AN3123	AN3123	ORF|Uncharacterized	ASPL0000041456	Ortholog(s) have role in filamentous growth, heterochromatin organization involved in chromatin silencing, hyphal growth and HIR complex localization	AN3123.2	2874143
AN3124	AN3124	ORF|Uncharacterized	ASPL0000037757	Kinesin-family protein	AN3124.2	2874142
AN3125	AN3125	ORF|Uncharacterized	ASPL0000034375	Has domain(s) with predicted role in response to stress and integral component of membrane localization	AN3125.2	2874174
AN3127	AN3127	ORF|Uncharacterized	ASPL0000035031	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN3127.2	2873875
AN3129	prpA	ORF|Verified	ASPL0000035762	Poly(ADP-ribose) polymerase (PARP); predicted to function during the DNA damage response; transcript induced during asexual development and in response to the DNA damaging agents MMS, BLEO, 4-NQO and camptothecin	AN3129.2	2874144
AN3130	AN3130	ORF|Uncharacterized	ASPL0000037036	Ortholog of A. fumigatus Af293 : Afu3g12990, A. niger CBS 513.88 : An02g08890, Aspergillus wentii : Aspwe1_0025260, Aspergillus sydowii : Aspsy1_0029142 and Aspergillus terreus NIH2624 : ATET_04103	AN3130.2	2874252
AN3131	AN3131	ORF|Uncharacterized	ASPL0000041452	Ortholog(s) have mitochondrial membrane localization	AN3131.2	2873878
AN3132	AN3132	ORF|Uncharacterized	ASPL0000037749	Ortholog(s) have role in N-acylethanolamine metabolic process, N-acylphosphatidylethanolamine metabolic process and integral component of mitochondrial inner membrane localization	AN3132.2	2874253
AN3133	AN3133	ORF|Uncharacterized	ASPL0000034367	Ortholog of A. fumigatus Af293 : Afu3g13020, A. oryzae RIB40 : AO090012000828, Neosartorya fischeri NRRL 181 : NFIA_064300 and Aspergillus versicolor : Aspve1_0039309	AN3133.2	2874254
AN3134	AN3134	ORF|Uncharacterized	ASPL0000038552	Ortholog(s) have role in cellular response to drug and chaperonin-containing T-complex localization	AN3134.2	2874173
AN3135	AN3135	ORF|Uncharacterized	ASPL0000035011	Has domain(s) with predicted double-stranded RNA binding activity	AN3135.2	2874486
AN3136	AN3136	ORF|Uncharacterized	ASPL0000039397	Has domain(s) with predicted acid-amino acid ligase activity	AN3136.2	2874255
AN3137	AN3137	ORF|Uncharacterized	ASPL0000035734	Has domain(s) with predicted DNA binding, zinc ion binding activity	AN3137.2	2874489
AN3139	AN3139	ORF|Uncharacterized	ASPL0000036508	Has domain(s) with predicted N,N-dimethylaniline monooxygenase activity, NADP binding, flavin adenine dinucleotide binding activity and role in oxidation-reduction process	AN3139.2	2874490
AN3140	AN3140	ORF|Uncharacterized	ASPL0000037721	Ortholog of A. niger CBS 513.88 : An02g08990, A. oryzae RIB40 : AO090012000820, Aspergillus wentii : Aspwe1_0050036, Aspergillus sydowii : Aspsy1_1171750 and Aspergillus terreus NIH2624 : ATET_04095	AN3140.2	2874487
AN3141	AN3141	ORF|Uncharacterized	ASPL0000034357	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN3141.2	2874139
AN3142	AN3142	ORF|Uncharacterized	ASPL0000038544	Ortholog of A. fumigatus Af293 : Afu3g13100, A. niger CBS 513.88 : An02g09000, A. oryzae RIB40 : AO090012000819, Aspergillus wentii : Aspwe1_0050035 and Aspergillus sydowii : Aspsy1_0056138	AN3142.2	2874138
AN3143	AN3143	ORF|Uncharacterized	ASPL0000035007	Ortholog of A. nidulans FGSC A4 : AN3479, AN8495, A. fumigatus Af293 : Afu3g01440, Afu3g13940, Afu4g03340, Afu5g07620 and A. niger CBS 513.88 : An13g02880, An09g04780	AN3143.2	2874140
AN3144	vps19	ORF|Uncharacterized	ASPL0000039373	Protein with predicted role in Golgi to endosome transport, Golgi to vacuole transport, vacuole inheritance, vesicle docking involved in exocytosis and vesicle fusion; locus contains conserved upstream open reading frame (uORF) AN3144-uORF	AN3144.2	2874141
AN3144-uORF	AN3144-uORF	uORF|Uncharacterized	ASPL0000360854	Conserved upstream open reading frame (uORF) of AN3144; uORFs are capable of mediating translational repression of their downstream ORF		
AN3145	AN3145	ORF|Uncharacterized	ASPL0000035724	Ortholog of A. fumigatus Af293 : Afu3g13930, A. niger CBS 513.88 : An09g04790, A. oryzae RIB40 : AO090012000761, Aspergillus wentii : Aspwe1_0409946 and Aspergillus sydowii : Aspsy1_0742106	AN3145.2	2874136
AN3147	AN3147	ORF|Uncharacterized	ASPL0000036492	Ortholog(s) have role in glycolipid transport, pathogenesis	AN3147.2	2874118
AN3148	AN3148	ORF|Uncharacterized	ASPL0000040962	Ortholog(s) have role in ascospore wall assembly, ascospore-type prospore membrane assembly, protein localization to prospore membrane and plasma membrane, prospore membrane localization	AN3148.2	2874120
AN3149	AN3149	ORF|Uncharacterized	ASPL0000037199	Ortholog(s) have endopeptidase activity, role in protein processing involved in protein targeting to mitochondrion and mitochondrial inner membrane peptidase complex localization	AN3149.2	2874488
AN3150	AN3150	ORF|Uncharacterized	ASPL0000038512	Putative gamma-glutamylcysteine synthetase with a predicted role in glutathione biosynthesis	AN3150.2	2874121
AN3151	AN3151	ORF|Uncharacterized	ASPL0000035003	Ortholog of A. fumigatus Af293 : Afu3g13890, A. niger CBS 513.88 : An02g09710, Aspergillus wentii : Aspwe1_0049991 and Aspergillus sydowii : Aspsy1_0146493	AN3151.2	2874117
AN3152	nsdD	ORF|Verified	ASPL0000039361	Predicted GATA-type zinc-finger transcription factor required for sexual development; transcript induced by nitrositive stress	AN3152.2	2874110
AN3153	AN3153	ORF|Uncharacterized	ASPL0000035716	Ortholog(s) have role in protein de-ADP-ribosylation	AN3153.2	2874113
AN3154	rgdA	ORF|Verified	ASPL0000040121	Ortholog(s) have DNA-binding transcription activator activity, RNA polymerase II-specific, RNA polymerase II proximal promoter sequence-specific DNA binding activity	AN3154.2	2874111
AN3155	yvc1	ORF|Uncharacterized	ASPL0000036472	Transient receptor potential Ca2+ channel family protein	AN3155.2	2873855
AN3156	AN3156	ORF|Uncharacterized	ASPL0000040948	Ortholog(s) have role in formation of translation preinitiation complex, mitotic G1 DNA damage checkpoint	AN3156.2	2873856
AN3157	AN3157	ORF|Uncharacterized	ASPL0000037179	Has domain(s) with predicted sulfate transmembrane transporter activity, role in sulfate transport and integral component of membrane localization	AN3157.2	2874112
AN3158	AN3158	ORF|Uncharacterized	ASPL0000033895	Ortholog of A. fumigatus Af293 : Afu3g13465, A. niger CBS 513.88 : An02g09340, Neosartorya fischeri NRRL 181 : NFIA_063880, Aspergillus wentii : Aspwe1_0025995 and Aspergillus versicolor : Aspve1_0081479	AN3158.2	2873859
AN3159	AN3159	ORF|Uncharacterized	ASPL0000037949	Has domain(s) with predicted guanyl-nucleotide exchange factor activity, role in regulation of small GTPase mediated signal transduction, small GTPase mediated signal transduction and intracellular localization	AN3159.2	2874119
AN3160	AN3160	ORF|Uncharacterized	ASPL0000039349	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3160.2	2873858
AN3161	AN3161	ORF|Uncharacterized	ASPL0000035710	Short-chain dehydrogenase/reductase family oxidoreductase; Protein expressed at decreased levels in a hapX mutant versus wild-type	AN3161.2	2873857
AN3162	ngn4	ORF|Uncharacterized	ASPL0000040117	Putative GNAT-type acetyltransferase	AN3162.2	2873854
AN3163	stoA	ORF|Uncharacterized	ASPL0000036464	Putative stomatin ortholog, predicted to have scaffolding functions in maintenance of lipid microdomains in membranes; mutation affects hyphal morphology	AN3163.2	2873778
AN3164	AN3164	ORF|Uncharacterized	ASPL0000040946	Ortholog of A. fumigatus Af293 : Afu3g13430, A. niger CBS 513.88 : An02g09300, A. oryzae RIB40 : AO090012000788, Aspergillus wentii : Aspwe1_0108170 and Aspergillus sydowii : Aspsy1_0118629	AN3164.2	2873780
AN3165	AN3165	ORF|Uncharacterized	ASPL0000037175	Ortholog of A. fumigatus Af293 : Afu3g13420, A. niger CBS 513.88 : An02g09290, A. oryzae RIB40 : AO090012000789, Aspergillus wentii : Aspwe1_0170053 and Aspergillus sydowii : Aspsy1_0087149	AN3165.2	2873779
AN3166	AN3166	ORF|Uncharacterized	ASPL0000033891	Ortholog of A. fumigatus Af293 : Afu3g13410, A. oryzae RIB40 : AO090012001041, Aspergillus wentii : Aspwe1_0170055, Aspergillus sydowii : Aspsy1_0087150 and Aspergillus terreus NIH2624 : ATET_04062	AN3166.2	2873922
AN3167	nop58	ORF|Uncharacterized	ASPL0000037939	Putative ribosome biogenesis protein; ortholog of S. cerevisiae Nop58p; expression reduced after exposure to farnesol	AN3167.2	2873782
AN3168	AN3168	ORF|Uncharacterized	ASPL0000034546	Ortholog(s) have proton-transporting ATPase activity, rotational mechanism activity and role in asexual sporulation, cellular response to drug, vacuolar proton-transporting V-type ATPase complex assembly, vacuolar transport	AN3168.2	2873783
AN3169	prs3	ORF|Verified	ASPL0000038744	Putative ribose-phosphate pyrophosphokinase with a predicted role in histidine metabolism; interacts with prs1 and prs2	AN3169.2	2873781
AN3170	AN3170	ORF|Uncharacterized	ASPL0000040109	Putative pseudouridylate synthase with a predicted role in pyrimidine metabolism	AN3170.2	2873921
AN3171	AN3171	ORF|Uncharacterized	ASPL0000036454	Has domain(s) with predicted GTP binding, GTPase activity, role in protein transport, signal transduction, small GTPase mediated signal transduction and intracellular, membrane localization	AN3171.2	2874531
AN3172	AN3172	ORF|Uncharacterized	ASPL0000040942	Ortholog of S. cerevisiae RPS0A and RPS0B; expression reduced after exposure to farnesol	AN3172.2	2874532
AN3173	AN3173	ORF|Uncharacterized	ASPL0000037171	Ortholog(s) have structural constituent of ribosome activity and mitochondrial membrane, mitochondrial small ribosomal subunit localization	AN3173.2	2874533
AN3174	AN3174	ORF|Uncharacterized	ASPL0000033887	Ortholog of Aspergillus sydowii : Aspsy1_0087161	AN3174.2	2873784
AN3175	AN3175	ORF|Uncharacterized	ASPL0000037929	Has domain(s) with predicted transferase activity, transferring acyl groups other than amino-acyl groups activity	AN3175.2	2873959
AN3176	spb4	ORF|Uncharacterized	ASPL0000034540	ATP-dependent rRNA helicase	AN3176.2	2873958
AN3177	AN3177	ORF|Uncharacterized	ASPL0000038734	Ortholog(s) have diacylglycerol kinase activity, role in phosphatidic acid biosynthetic process and integral component of endoplasmic reticulum membrane localization	AN3177.2	2873957
AN3178	sds3	ORF|Uncharacterized	ASPL0000035223	Putative deacetylase complex subunit; ortholog of A. fumigatus Afu3g13150	AN3178.2	2873960
AN3179	AN3179	ORF|Uncharacterized	ASPL0000039623	Ortholog of A. fumigatus Af293 : Afu3g13160, A. niger CBS 513.88 : An02g09030, A. oryzae RIB40 : AO090012000817, Aspergillus wentii : Aspwe1_0038173 and Aspergillus sydowii : Aspsy1_0056130	AN3179.2	2874053
AN3180	AN3180	ORF|Uncharacterized	ASPL0000040930	Ortholog of Aspergillus versicolor : Aspve1_0051207 and Aspergillus sydowii : Aspsy1_0056131	AN3180.2	2874054
AN3181	AN3181	ORF|Uncharacterized	ASPL0000037157	Protein kinase domain-containing protein; transcript is induced by nitrate; predicted NirA binding site in promoter	AN3181.2	2874060
AN3182	AN3182	ORF|Uncharacterized	ASPL0000033867	Ortholog of A. fumigatus Af293 : Afu3g13220, A. niger CBS 513.88 : An02g09070, A. oryzae RIB40 : AO090012000811, Neosartorya fischeri NRRL 181 : NFIA_064130 and Aspergillus wentii : Aspwe1_0170074	AN3182.2	2874061
AN3183	AN3183	ORF|Uncharacterized	ASPL0000037919	Ortholog of A. fumigatus Af293 : Afu3g13230, A. niger CBS 513.88 : An02g09080, A. oryzae RIB40 : AO090012000810, Aspergillus wentii : Aspwe1_0088815 and Aspergillus sydowii : Aspsy1_0147513	AN3183.2	2874057
AN3184	AN3184	ORF|Uncharacterized	ASPL0000034538	Putative aldose 1-epimerase with a predicted role in glucose metabolism; transcriptionally induced by growth on xylose	AN3184.2	2874055
AN3185	arp11	ORF|Verified	ASPL0000038732	Actin-related protein located at the dynactin complex, involved in nuclear distribution	AN3185.2	2874058
AN3186	AN3186	ORF|Uncharacterized	ASPL0000035217	Has domain(s) with predicted nuclease activity and role in DNA repair	AN3186.2	2874333
AN3187	AN3187	ORF|Uncharacterized	ASPL0000039611	Has domain(s) with predicted DNA binding activity, role in cell division, chromosome segregation and MIS12/MIND type complex localization	AN3187.2	2874336
AN3188	AN3188	ORF|Uncharacterized	ASPL0000035952	Putative phosphatidylserine decarboxylase with a predicted role in phospholipid metabolism	AN3188.2	2874059
AN3190	AN3190	ORF|Uncharacterized	ASPL0000033857	Ortholog of A. fumigatus Af293 : Afu4g02920, A. niger CBS 513.88 : An14g02990, A. oryzae RIB40 : AO090001000192, Aspergillus wentii : Aspwe1_0061505 and Aspergillus sydowii : Aspsy1_1159424	AN3190.2	2874440
AN3191	AN3191	ORF|Uncharacterized	ASPL0000037905	Ortholog(s) have lipase activity	AN3191.2	2874335
AN3193	AN3193	ORF|Uncharacterized	ASPL0000038714	Ortholog of A. fumigatus Af293 : Afu4g02880, A. oryzae RIB40 : AO090001000177, Aspergillus wentii : Aspwe1_0115469, Aspergillus sydowii : Aspsy1_0414254 and Aspergillus terreus NIH2624 : ATET_07904	AN3193.2	2874442
AN3194	AN3194	ORF|Uncharacterized	ASPL0000035211	Has domain(s) with predicted hydrolase activity	AN3194.2	2874441
AN3195	AN3195	ORF|Uncharacterized	ASPL0000039595	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3195.2	2873920
AN3196	urhA	ORF|Uncharacterized	ASPL0000035950	Putative unsaturated rhamnogalacturonan hydrolase; glycosyl hydrolase family 88 protein	AN3196.2	2874334
AN3197	AN3197	ORF|Uncharacterized	ASPL0000040340	Has domain(s) with predicted 5-amino-6-(5-phosphoribosylamino)uracil reductase activity and role in oxidation-reduction process, riboflavin biosynthetic process	AN3197.2	2873919
AN3198	AN3198	ORF|Uncharacterized	ASPL0000036718	Protein of unknown function	AN3198.2	2874325
AN3199	lacpA	ORF|Uncharacterized	ASPL0000041144	MFS sugar transporter; induced by lactose and galactose	AN3199.2	2874329
AN3200	AN3200	ORF|Uncharacterized	ASPL0000036046	Putative beta-glucuronidase with a predicted role in polysaccharide degradation; the predicted pseudogene AN10383 and predicted ORF AN3200 occupy overlapping chromosomal locations in version 4 of the A. nidulans annotation	AN3200.2	2874044
AN3201	lacD	ORF|Verified	ASPL0000040482	Putative beta-galactosidase with a predicted role in lactose metabolism	AN3201.2	2874327
AN3203	AN3203	ORF|Uncharacterized	ASPL0000041250	Putative F-box protein	AN3203.2	2874324
AN3204	AN3204	ORF|Uncharacterized	ASPL0000037539	Putative MFS alpha-glucoside transporter; ortholog of A. fumigatus Afu4g02650	AN3204.2	2874326
AN3205	AN3205	ORF|Uncharacterized	ASPL0000034199	Putative aldehyde dehydrogenase; ortholog of A. fumigatus Afu4g02830	AN3205.2	2874046
AN3206	AN3206	ORF|Uncharacterized	ASPL0000038310	Putative aryl-alcohol oxidase-related protein; protein expressed at decreased levels in a hapX mutant versus wild-type; transcript is induced by nitrate	AN3206.2	2874328
AN3207	AN3207	ORF|Uncharacterized	ASPL0000034852	Ortholog of A. nidulans FGSC A4 : AN1505, A. fumigatus Af293 : Afu2g15470, Afu8g00720, Afu8g05070 and A. niger CBS 513.88 : An07g04980, An16g07680, An14g02720, An14g07130, An15g05540	AN3207.2	2873971
AN3208	AN3208	ORF|Uncharacterized	ASPL0000039159	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	AN3208.2	2874048
AN3209	AN3209	ORF|Uncharacterized	ASPL0000035510	Putative high affinity copper transporter	AN3209.2	2873973
AN3210	AN3210	ORF|Uncharacterized	ASPL0000036824	Has domain(s) with predicted transmembrane transporter activity, transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN3210.2	2873972
AN3211	AN3211	ORF|Verified	ASPL0000041246	Ortholog of A. fumigatus Af293 : Afu5g00600, A. niger CBS 513.88 : An14g02660, A. oryzae RIB40 : AO090009000028, Aspergillus wentii : Aspwe1_0156413 and Aspergillus sydowii : Aspsy1_0060470	AN3211.2	2873974
AN3212	AN3212	ORF|Uncharacterized	ASPL0000037535	Ortholog(s) have role in pathogenesis and cell surface, cell wall-bounded periplasmic space, extracellular region localization	AN3212.2	2873757
AN3213	bnfA	ORF|Verified	ASPL0000034197	Protein with proline-rich region and C-terminal coiled-coil domain; physically interacts with NudF; GFP fusion localizes to spindle-pole bodies in a NudF-dependent manner	AN3213.2	2874047
AN3214	hk-8-5	ORF|Uncharacterized	ASPL0000038286	Putative histidine-containing phosphotransfer protein	AN3214.2	2873760
AN3215	AN3215	ORF|Uncharacterized	ASPL0000034842	Predicted glycosylphosphatidylinositol (GPI)-anchored protein	AN3215.2	2873759
AN3216	AN3216	ORF|Uncharacterized	ASPL0000039133	Has domain(s) with predicted DNA-binding transcription factor activity, sequence-specific DNA binding activity and role in regulation of transcription, DNA-templated	AN3216.2	2873758
AN3217	AN3217	ORF|Uncharacterized	ASPL0000035498	Has domain(s) with predicted DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	AN3217.2	2874159
AN3218	AN3218	ORF|Uncharacterized	ASPL0000039912	Ortholog of A. oryzae RIB40 : AO090701000492 and Aspergillus flavus NRRL 3357 : AFL2T_06113	AN3218.2	2874161
AN3219	AN3219	ORF|Uncharacterized	ASPL0000036273	Protein of unknown function	AN3219.2	2874160
AN3220	AN3220	ORF|Uncharacterized	ASPL0000037523	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN3220.2	2874163
AN3221	AN3221	ORF|Uncharacterized	ASPL0000034189	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	AN3221.2	2874162
AN3222	AN3222	ORF|Uncharacterized	ASPL0000038276	Ortholog(s) have IMP 5'-nucleotidase activity and role in inosine salvage, nicotinamide riboside biosynthetic process, nicotinic acid riboside biosynthetic process	AN3222.2	2874146
AN3223	pfkA	ORF|Uncharacterized	ASPL0000034836	Putative 6-phosphofructokinase with a predicted role in gluconeogenesis and glycolysis; upregulated under hypoxic growth conditions	AN3223.2	2874148
AN3224	AN3224	ORF|Uncharacterized	ASPL0000039123	Ortholog(s) have RNA polymerase II complex recruiting activity, RNA polymerase II core promoter sequence-specific DNA binding, activating transcription factor binding, transcription coactivator activity	AN3224.2	2874164
AN3225	CYP631B1	ORF|Verified	ASPL0000035484	Putative cytochrome P450; aspernidine A secondary metabolism gene cluster member	AN3225.2	2874149
AN3226	pkfC	ORF|Verified	ASPL0000039902	Has domain protein; aspernidine A secondary metabolism gene cluster member; protein levels decrease in response to farnesol	AN3226.2	2874147
AN3227	pkfD	ORF|Verified	ASPL0000036247	Predicted monooxygenase; aspernidine A secondary metabolism gene cluster member	AN3227.2	2874281
AN3228	pkfE	ORF|Verified	ASPL0000040694	Predicted prenyltransferase; aspernidine A secondary metabolism gene cluster member	AN3228.2	2874276
AN3229	pkfF	ORF|Verified	ASPL0000037024	Putative aryl-alcohol oxidase-related protein; choline dehydrogenase; aspernidine A secondary metabolism gene cluster member	AN3229.2	2874279
AN3230	pkfA	ORF|Verified	ASPL0000038257	Polyketide synthase; predicted backbone enzyme of the aspernidine A secondary metabolism gene cluster	AN3230.2	2874277
AN3231	AN3231	ORF|Uncharacterized	ASPL0000034832	Has domain(s) with predicted metal ion transmembrane transporter activity, role in metal ion transport, transmembrane transport and membrane localization	AN3231.2	2874278
AN3232	AN3232	ORF|Uncharacterized	ASPL0000039117	Ortholog(s) have pantothenate transmembrane transporter activity, role in pantothenate import across plasma membrane and plasma membrane localization	AN3232.2	2874280
AN3233	AN3233	ORF|Uncharacterized	ASPL0000035470	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	AN3233.2	2874282
AN3234	AN3234	ORF|Uncharacterized	ASPL0000039890	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN3234.2	2874417
AN3235	AN3235	ORF|Uncharacterized	ASPL0000036233	Has domain(s) with predicted FAD binding activity	AN3235.2	2874418
AN3236	AN3236	ORF|Uncharacterized	ASPL0000040672	Has domain(s) with predicted O-methyltransferase activity	AN3236.2	2874419
AN3237	AN3237	ORF|Uncharacterized	ASPL0000037010	Has domain(s) with predicted transmembrane transporter activity and role in transmembrane transport	AN3237.2	2874416
AN3238	AN3238	ORF|Uncharacterized	ASPL0000041422	Protein of unknown function	AN3238.2	2874422
AN3239	AN3239	ORF|Uncharacterized	ASPL0000037699	Has domain(s) with predicted acyl-CoA dehydrogenase activity, oxidoreductase activity, oxidoreductase activity, acting on the CH-CH group of donors activity and role in oxidation-reduction process	AN3239.2	2874421
AN3240	AN3240	ORF|Uncharacterized	ASPL0000039085	Protein of unknown function	AN3240.2	2873753
AN3241	AN3241	ORF|Uncharacterized	ASPL0000035460	Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN10369, AN1930, AN2386, AN1738, AN11159, AN8984, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202	AN3241.2	2874420
AN3242	AN3242	ORF|Uncharacterized	ASPL0000039882	Protein of unknown function	AN3242.2	2873752
AN3243	AN3243	ORF|Uncharacterized	ASPL0000036231	Ortholog of A. niger CBS 513.88 : An11g08150, Neosartorya fischeri NRRL 181 : NFIA_040880, Aspergillus wentii : Aspwe1_0036368 and Aspergillus versicolor : Aspve1_0033884	AN3243.2	2873837
AN3244	AN3244	ORF|Uncharacterized	ASPL0000040662	Ortholog of A. nidulans FGSC A4 : AN5689, AN1550, A. niger CBS 513.88 : An18g00740, A. oryzae RIB40 : AO090038000176 and Aspergillus wentii : Aspwe1_0042514, Aspwe1_0046700, Aspwe1_0176395	AN3244.2	2873751
AN3245	AN3245	ORF|Uncharacterized	ASPL0000036998	Protein of unknown function	AN3245.2	2873834
AN3246	AN3246	ORF|Uncharacterized	ASPL0000041404	Ortholog of Aspergillus aculeatus ATCC16872 : Aacu16872_057585	AN3246.2	2873840
AN3247	AN3247	ORF|Uncharacterized	ASPL0000037679	Has domain(s) with predicted ATP binding, ATPase activity, ATPase activity, coupled to transmembrane movement of substances, nucleoside-triphosphatase activity, nucleotide binding activity and role in transmembrane transport	AN3247.2	2874079
AN3248	AN3248	ORF|Uncharacterized	ASPL0000034337	Has domain(s) with predicted role in oxidation-reduction process	AN3248.2	2873835
AN3249	AN3249	ORF|Uncharacterized	ASPL0000038500	Has domain(s) with predicted oxidoreductase activity and role in metabolic process	AN3249.2	2873839
AN3250	AN3250	ORF|Uncharacterized	ASPL0000039872	Putative transcriptional regulator	AN3250.2	2873838
