trans_id	gene_id	locus	Prod_name	Pfam	KeggEC	GO	KeggPathways	sigP3	sigP4	TmHMM	TopKeggBlast
B9J08_003063T0	B9J08_003063	B9J08_003063	 name="hypothetical protein" 	PF06772.6|LtrA[Bacterial low temperature requirement A protein (LtrA)]	.	GO:0016021	.	.	.	TMH:8	.
B9J08_003065T0	B9J08_003065	B9J08_003065	 name="hypothetical protein" 	PF07247.7|AATase[Alcohol acetyltransferase];PF00668.15|Condensation[Condensation domain]	.	.	.	.	.	.	.
B9J08_003066T0	B9J08_003066	B9J08_003066	 name="hypothetical protein" 	PF07491.6|PPI_Ypi1[Protein phosphatase inhibitor]	.	GO:0048523;GO:0009987;GO:0035304	.	.	.	.	.
B9J08_003067T0	B9J08_003067	B9J08_003067	 name="hypothetical protein" 	PF01822.14|WSC[WSC domain]	.	GO:0016021	.	.	.	TMH:1	.
B9J08_003068T0	B9J08_003068	B9J08_003068	 name="hypothetical protein" 	PF09496.5|CENP-O[Cenp-O kinetochore centromere component]	.	GO:0034508;GO:0034087;GO:0000817	.	.	.	.	.
B9J08_003069T0	B9J08_003069	B9J08_003069	 name="hypothetical protein" 	PF13838.1|Clathrin_H_link[Clathrin-H-link];PF00637.15|Clathrin[Region in Clathrin and VPS]	.	GO:0006886;GO:0030132;GO:0030130;GO:0005198;GO:0016192	ko05016[Huntington's disease];ko04144[Endocytosis];ko05100[Bacterial invasion of epithelial cells]	.	.	.	.
B9J08_003070T0	B9J08_003070	B9J08_003070	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003073T0	B9J08_003073	B9J08_003073	 name="hypothetical protein" 	.	.	GO:0016021	.	.	.	TMH:1	.
B9J08_003074T0	B9J08_003074	B9J08_003074	 name="hypothetical protein" 	PF12697.2|Abhydrolase_6[Alpha/beta hydrolase family];PF00975.15|Thioesterase[Thioesterase domain];PF12695.2|Abhydrolase_5[Alpha/beta hydrolase family]	.	.	.	.	.	.	.
B9J08_003075T0	B9J08_003075	B9J08_003075	 name="hypothetical protein" 	PF00808.18|CBFD_NFYB_HMF[Histone-like transcription factor (CBF/NF-Y) and archaeal histone]	.	GO:0061408;GO:0045898;GO:0035690;GO:0003714;GO:0046982;GO:0017054;GO:0000122;GO:0003713;GO:0005829;GO:0003682;GO:0001129;GO:0051123;GO:0001047	.	.	.	.	.
B9J08_003076T0	B9J08_003076	B9J08_003076	 name="hypothetical protein" 	PF08506.5|Cse1[Cse1];PF03810.14|IBN_N[Importin-beta N-terminal domain]	.	GO:0006406;GO:0005634;GO:0008536;GO:0008565;GO:0005737	.	.	.	.	.
B9J08_003077T0	B9J08_003077	B9J08_003077	 name="hypothetical protein" 	PF03152.9|UFD1[Ubiquitin fusion degradation protein UFD1]	.	GO:1900182;GO:0030970;GO:1990112;GO:0005634;GO:1990116;GO:0071712;GO:0031593;GO:0030433;GO:0000839;GO:0071629;GO:0034098;GO:0043130;GO:0070651;GO:0005829;GO:0000837	.	.	.	.	.
B9J08_003078T0	B9J08_003078	B9J08_003078	 name="hypoxanthine-guanine phosphoribosyltransferase" 	PF00156.22|Pribosyltran[Phosphoribosyl transferase domain]	.	GO:0005783;GO:0009116;GO:0052657;EC:2.4.2.8	.	.	.	.	.
B9J08_003079T0	B9J08_003079	B9J08_003079	 name="hypothetical protein" 	PF00012.15|HSP70[Hsp70 protein]	.	GO:0005788;GO:0006986;GO:0005524;GO:0051082;GO:0000774;GO:0050790;GO:0031204	.	.	.	.	.
B9J08_003080T0	B9J08_003080	B9J08_003080	 name="hypothetical protein" 	.	.	GO:0071004;GO:0089701;GO:0000166;GO:0045292;GO:0000245;GO:0003676;GO:0000243	.	.	.	.	.
B9J08_003081T0	B9J08_003081	B9J08_003081	 name="hypothetical protein" 	PF00566.13|RabGAP-TBC[Rab-GTPase-TBC domain]	.	GO:0005634;GO:0044732;GO:0045737;GO:0043547;GO:0031030;GO:0005829;GO:0031578;GO:0005096	.	.	.	.	.
B9J08_003082T0	B9J08_003082	B9J08_003082	 name="hypothetical protein" 	PF12923.2|RRP7[Ribosomal RNA-processing protein 7 (RRP7)]	.	GO:0000028;GO:0032545;GO:0000166;GO:0005829;GO:0006364;GO:0034456	.	.	.	.	.
B9J08_003083T0	B9J08_003083	B9J08_003083	 name="hypothetical protein" 	PF01063.14|Aminotran_4[Aminotransferase class IV]	.	EC:4.1.3.38;GO:0008696;GO:0005634;GO:0005829;GO:0046656	.	.	.	.	.
B9J08_003084T0	B9J08_003084	B9J08_003084	 name="phosphoserine phosphatase SerB" 	TIGR00338[serB: phosphoserine phosphatase SerB];PF00702.21|Hydrolase[haloacid dehalogenase-like hydrolase];PF12710.2|HAD[haloacid dehalogenase-like hydrolase];PF08282.7|Hydrolase_3[haloacid dehalogenase-like hydrolase]	EC:3.1.3.3[Phosphoserine phosphatase.]	GO:0004647;EC:3.1.3.3;GO:0016311;GO:0006564	ko00680[Methane metabolism]	.	.	.	.
B9J08_003085T0	B9J08_003085	B9J08_003085	 name="hypothetical protein" 	PF03765.10|CRAL_TRIO_N[CRAL/TRIO, N-terminal domain];PF00650.15|CRAL_TRIO[CRAL/TRIO domain]	.	GO:1901352;GO:0042493;GO:0016126;GO:0006658;GO:0071944;GO:0005768;GO:0008654;GO:2001247;GO:0043001;GO:0005829;GO:0008526;GO:0015914	.	.	.	.	.
B9J08_003086T0	B9J08_003086	B9J08_003086	 name="hypothetical protein" 	PF13094.1|CENP-Q[CENP-Q, a CENPA-CAD centromere complex subunit]	.	.	.	.	.	.	.
B9J08_003087T0	B9J08_003087	B9J08_003087	 name="hypothetical protein" 	PF11781.3|RRN7[RNA polymerase I-specific transcription initiation factor Rrn7]	.	GO:0001189;GO:0001164;GO:0070860;GO:0042790;GO:0017025;GO:0001187	.	.	.	.	.
B9J08_003088T0	B9J08_003088	B9J08_003088	 name="hypothetical protein" 	PF00171.17|Aldedh[Aldehyde dehydrogenase family]	EC:1.2.1.3[Aldehyde dehydrogenase (NAD(+)).]	EC:1.2.1.5;GO:0019413;GO:0006740;GO:0006090;GO:0042645;GO:0004030;GO:0006067;EC:1.2.1.3;GO:0005829;GO:0009651;GO:0004029	ko00330[Arginine and proline metabolism];ko00640[Propanoate metabolism];ko00040[Pentose and glucuronate interconversions];ko00380[Tryptophan metabolism];ko00903[Limonene and pinene degradation];ko00310[Lysine degradation];ko00280[Valine, leucine and isoleucine degradation];ko00410[beta-Alanine metabolism];ko00620[Pyruvate metabolism];ko00625[Chloroalkane and chloroalkene degradation];ko00071[Fatty acid metabolism];ko00053[Ascorbate and aldarate metabolism];ko00561[Glycerolipid metabolism];ko00340[Histidine metabolism]	.	.	.	.
B9J08_003089T0	B9J08_003089	B9J08_003089	 name="40S ribosomal protein S24-A" 	PF01282.14|Ribosomal_S24e[Ribosomal protein S24e]	.	GO:0005840;GO:0000462;GO:0005730;GO:0000166;GO:0005829;GO:0006412;GO:0003735;GO:0005739	.	.	.	.	.
B9J08_003090T0	B9J08_003090	B9J08_003090	 name="hypothetical protein" 	PF03770.11|IPK[Inositol polyphosphate kinase]	.	EC:2.7.1.127;GO:0016310;GO:0000828;GO:0005829;GO:0010919;GO:0008440;GO:0000829;GO:0000827;GO:0032958	.	.	.	.	.
B9J08_003091T0	B9J08_003091	B9J08_003091	 name="hypothetical protein" 	PF01793.11|Glyco_transf_15[Glycolipid 2-alpha-mannosyltransferase]	EC:2.4.1.-[Hexosyltransferases.]	GO:0097502;GO:0000026;GO:0016020;GO:0006486	.	.	.	.	.
B9J08_003092T0	B9J08_003092	B9J08_003092	 name="hypothetical protein" 	PF11051.3|Mannosyl_trans3[Mannosyltransferase putative]	EC:2.4.1.-[Hexosyltransferases.]	GO:0006486;GO:0016757;GO:0016021	.	.	.	TMH:1	.
B9J08_003093T0	B9J08_003093	B9J08_003093	 name="hypothetical protein" 	PF01217.15|Clat_adaptor_s[Clathrin adaptor complex small chain]	.	GO:0008565;GO:0015031	.	.	.	.	.
B9J08_003094T0	B9J08_003094	B9J08_003094	 name="hypothetical protein" 	PF00271.26|Helicase_C[Helicase conserved C-terminal domain];PF08147.7|DBP10CT[DBP10CT (NUC160) domain];PF00270.24|DEAD[DEAD/DEAH box helicase]	EC:3.6.4.13[RNA helicase.]	GO:0003723;GO:0005524;GO:0000466;GO:0000027;GO:0030687;GO:0005730;GO:0004004;GO:1902626;GO:0000463	.	.	.	.	.
B9J08_003095T0	B9J08_003095	B9J08_003095	 name="hypothetical protein" 	PF14259.1|RRM_6[RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)];PF13893.1|RRM_5[RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)];PF00076.17|RRM_1[RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)]	.	GO:0072423;GO:0010494;GO:0003729;GO:0000166;GO:0006379;GO:0006378;GO:0005849	.	.	.	.	.
B9J08_003098T0	B9J08_003098	B9J08_003098	 name="hypothetical protein" 	PF13659.1|Methyltransf_26[Methyltransferase domain];PF01170.13|UPF0020[Putative RNA methylase family UPF0020]	EC:2.1.1.214[tRNA (guanine(10)-N(2))-methyltransferase.]	GO:0004809;GO:0005634;GO:0043528;GO:0005829;GO:0030488;GO:0003676	.	.	.	.	.
B9J08_003099T0	B9J08_003099	B9J08_003099	 name="thiamine thiazole synthase" 	PF01266.19|DAO[FAD dependent oxidoreductase];TIGR00292[TIGR00292: thiazole biosynthesis enzyme];PF13450.1|NAD_binding_8[NAD(P)-binding Rossmann-like domain];PF05834.7|Lycopene_cycl[Lycopene cyclase protein];PF00890.19|FAD_binding_2[FAD binding domain];PF01946.12|Thi4[Thi4 family];PF07992.9|Pyr_redox_2[Pyridine nucleotide-disulphide oxidoreductase]	.	GO:0009228;GO:0046872;GO:0005634;GO:0005829;GO:0052837;GO:0006950;GO:0055114;GO:0016491	.	.	.	.	.
B9J08_003100T0	B9J08_003100	B9J08_003100	 name="hypothetical protein" 	PF13483.1|Lactamase_B_3[Beta-lactamase superfamily domain];PF07521.7|RMMBL[RNA-metabolising metallo-beta-lactamase];PF00753.22|Lactamase_B[Metallo-beta-lactamase superfamily];PF11718.3|CPSF73-100_C[Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term];PF12706.2|Lactamase_B_2[Beta-lactamase superfamily domain];PF10996.3|Beta-Casp[Beta-Casp domain]	EC:3.1.27.-[Endoribonucleases producing other than 5'-phosphomonoesters.]	GO:0042493;GO:0034247;GO:0005847;GO:0006369;GO:0006378;GO:0004521;GO:0046872;GO:0005829;GO:0090502;GO:0031126;GO:0006379	.	.	.	.	.
B9J08_003101T0	B9J08_003101	B9J08_003101	 name="hypothetical protein" 	PF01423.17|LSM[LSM domain]	.	GO:0005685;GO:0071004;GO:0000398;GO:0005682;GO:0046540	.	.	.	.	.
B9J08_003102T0	B9J08_003102	B9J08_003102	 name="hypothetical protein" 	PF04005.7|Hus1[Hus1-like protein]	.	GO:0006281;GO:0005730;GO:0000077;GO:0030896	ko04113[Meiosis - yeast]	.	.	.	.
B9J08_003103T0	B9J08_003103	B9J08_003103	 name="phosphoserine transaminase" 	PF00266.14|Aminotran_5[Aminotransferase class-V]	EC:2.6.1.52[Phosphoserine transaminase.]	GO:0005829;EC:2.6.1.52;GO:0009113;GO:0004648;GO:0006564	ko00750[Vitamin B6 metabolism];ko00680[Methane metabolism]	.	.	.	.
B9J08_003104T0	B9J08_003104	B9J08_003104	 name="translation factor GUF1%2C mitochondrial" 	PF00679.19|EFG_C[Elongation factor G C-terminus];PF00009.22|GTP_EFTU[Elongation factor Tu GTP binding domain];PF03144.20|GTP_EFTU_D2[Elongation factor Tu domain 2];PF06421.7|LepA_C[GTP-binding protein LepA C-terminus];TIGR01393[lepA: GTP-binding protein LepA]	.	GO:0043022;GO:0045727;GO:0003924;GO:0005761;GO:0005743;GO:0016021;GO:0006412;GO:0005525	.	.	.	.	.
B9J08_003105T0	B9J08_003105	B9J08_003105	 name="threonine ammonia-lyase%2C biosynthetic" 	PF00291.20|PALP[Pyridoxal-phosphate dependent enzyme];PF00585.13|Thr_dehydrat_C[C-terminal regulatory domain of Threonine dehydratase];TIGR01124[ilvA_2Cterm: threonine ammonia-lyase, biosynthetic]	EC:4.3.1.19[Threonine ammonia-lyase.]	GO:0009099;EC:4.3.1.19;GO:0009097;GO:0006567;GO:0030170;GO:0004794;GO:0005737	ko00290[Valine, leucine and isoleucine biosynthesis]	.	.	.	.
B9J08_003106T0	B9J08_003106	B9J08_003106	 name="hypothetical protein" 	PF13202.1|EF-hand_5[EF hand]	.	GO:0007121;GO:0005509;GO:0005829;GO:0008270;GO:0003400;GO:0005935;GO:0007120	.	.	.	.	.
B9J08_003107T0	B9J08_003107	B9J08_003107	 name="40S ribosomal protein S10-A" 	PF03501.10|S10_plectin[Plectin/S10 domain]	.	GO:0030446;GO:0009986;GO:0006412;GO:0003735;GO:0022627	.	.	.	.	.
B9J08_003109T0	B9J08_003109	B9J08_003109	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003110T0	B9J08_003110	B9J08_003110	 name="hypothetical protein" 	.	.	.	.	.	.	TMH:1	.
B9J08_003111T0	B9J08_003111	B9J08_003111	 name="hypothetical protein" 	PF04080.8|Per1[Per1-like]	.	GO:0006506;GO:0005783;GO:0000329;GO:0030026;GO:0016021	.	.	.	TMH:5	.
B9J08_003112T0	B9J08_003112	B9J08_003112	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003113T0	B9J08_003113	B9J08_003113	 name="hypothetical protein" 	PF10296.4|DUF2404[Putative integral membrane protein conserved region (DUF2404)];PF15413.1|PH_11[Pleckstrin homology domain]	.	GO:0008289;GO:0005840;GO:0016021;GO:0071561	.	.	.	TMH:1	.
B9J08_003114T0	B9J08_003114	B9J08_003114	 name="hypothetical protein" 	PF02259.18|FAT[FAT domain];PF08064.8|UME[UME (NUC010) domain];PF02260.15|FATC[FATC domain];PF00454.22|PI3_PI4_kinase[Phosphatidylinositol 3- and 4-kinase]	.	GO:0000722;GO:0005634;GO:0006975;GO:0005524;GO:0006260;GO:2000105;GO:0004674;GO:0007131;EC:2.7.11;GO:0005739;GO:0016572	ko04113[Meiosis - yeast]	.	.	.	.
B9J08_003115T0	B9J08_003115	B9J08_003115	 name="cyclin-dependent kinase regulatory subunit" 	PF01111.14|CKS[Cyclin-dependent kinase regulatory subunit]	.	GO:0042393;GO:0016310;GO:0007346;GO:0006338;GO:0045737;GO:0045893;GO:0061575;GO:0000307;GO:0005829;GO:0008270;GO:0005634;GO:0016301;GO:0032147;GO:0006351;GO:0043130;GO:0051301;GO:0007049;GO:0032403	ko05200[Pathways in cancer];ko05222[Small cell lung cancer]	.	.	.	.
B9J08_003116T0	B9J08_003116	B9J08_003116	 name="hypothetical protein" 	PF13659.1|Methyltransf_26[Methyltransferase domain];PF05185.11|PRMT5[PRMT5 arginine-N-methyltransferase]	EC:2.1.1.125[Histone-arginine N-methyltransferase.]	GO:0016571;GO:0000902;GO:0044257;GO:0042054;GO:0032174;GO:0035241;GO:0000086;GO:0045840;GO:0035243;GO:0019918	ko04111[Cell cycle - yeast]	.	.	.	.
B9J08_003117T0	B9J08_003117	B9J08_003117	 name="hypothetical protein" 	PF12542.3|CWC25[Pre-mRNA splicing factor];PF10197.4|Cir_N[N-terminal domain of CBF1 interacting co-repressor CIR]	.	GO:0005684;GO:0000398	.	.	.	.	.
B9J08_003118T0	B9J08_003118	B9J08_003118	 name="eukaryotic translation initiation factor eIF-1" 	TIGR01160[SUI1_MOF2: translation initiation factor SUI1];PF01253.17|SUI1[Translation initiation factor SUI1]	.	GO:0043614;GO:0016282;GO:0003743;GO:0005634;GO:1990145;GO:0005829;GO:0043024;GO:0031369;GO:0001731	.	.	.	.	.
B9J08_003119T0	B9J08_003119	B9J08_003119	 name="hypothetical protein" 	PF01148.15|CTP_transf_1[Cytidylyltransferase family]	EC:2.7.7.41[Phosphatidate cytidylyltransferase.]	GO:0006658;GO:0005783;GO:0046488;EC:2.7.7.41;GO:0004605;GO:0016021;GO:0070319;GO:0016024	ko04070[Phosphatidylinositol signaling system]	.	.	TMH:6	.
B9J08_003120T0	B9J08_003120	B9J08_003120	 name="hypothetical protein" 	.	.	GO:0009277;GO:0016787;GO:0005975	.	.	.	.	.
B9J08_003121T0	B9J08_003121	B9J08_003121	 name="hypothetical protein" 	PF05153.10|DUF706[Family of unknown function (DUF706)]	EC:1.13.99.1[Inositol oxygenase.]	GO:0019310;GO:0005506;EC:1.13.99.1;GO:0055114;GO:0005737;GO:0050113	ko00562[Inositol phosphate metabolism]	.	.	.	.
B9J08_003122T0	B9J08_003122	B9J08_003122	 name="NADH-ubiquinone oxidoreductase 51 kDa subunit%2C mitochondrial" 	PF01512.12|Complex1_51K[Respiratory-chain NADH dehydrogenase 51 Kd subunit];TIGR01959[nuoF_fam: NADH oxidoreductase (quinone), F subunit];PF10531.4|SLBB[SLBB domain];PF10589.4|NADH_4Fe-4S[NADH-ubiquinone oxidoreductase-F iron-sulfur binding region]	EC:1.6.99.3[NADH dehydrogenase.];EC:1.6.5.3[NADH:ubiquinone reductase (H(+)-translocating).]	GO:0036170;GO:0051287;GO:0042149;GO:0009060;GO:0044011;GO:0010181;EC:1.6.5.3;GO:0051539;GO:0005886;GO:0008137	ko05016[Huntington's disease];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_003123T0	B9J08_003123	B9J08_003123	 name="hypothetical protein" 	PF01793.11|Glyco_transf_15[Glycolipid 2-alpha-mannosyltransferase]	EC:2.4.1.-[Hexosyltransferases.]	GO:0097502;GO:0004377;GO:0006486;GO:0016021;EC:2.4.1.131	.	.	.	TMH:1	.
B9J08_003124T0	B9J08_003124	B9J08_003124	 name="hypothetical protein" 	PF05890.7|Ebp2[Eukaryotic rRNA processing protein EBP2]	.	GO:0000280;GO:0044732;GO:0034399;GO:0005730;GO:0030687;GO:0042273;GO:0006364	.	.	.	.	.
B9J08_003125T0	B9J08_003125	B9J08_003125	 name="farnesyl pyrophosphate synthase" 	PF00348.12|polyprenyl_synt[Polyprenyl synthetase]	EC:2.5.1.1[Dimethylallyltranstransferase.];EC:2.5.1.10[(2E,6E)-farnesyl diphosphate synthase.]	GO:0004337;GO:0005783;GO:0005634;GO:0045337;EC:2.5.1.10;GO:0006696;EC:2.5.1.1;GO:0004311;GO:0005829;GO:0004161;GO:0070317;EC:2.5.1.29	.	.	.	.	.
B9J08_003126T0	B9J08_003126	B9J08_003126	 name="hypothetical protein" 	PF02939.11|UcrQ[UcrQ family]	.	EC:1.10.2.2;GO:1902600;GO:0008121;GO:0016021;GO:0005750;GO:0009060;GO:0006122	ko05016[Huntington's disease];ko04260[Cardiac muscle contraction];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_003127T0	B9J08_003127	B9J08_003127	 name="60S ribosomal protein L17-B" 	TIGR01038[L22_arch: ribosomal protein L22];PF00237.14|Ribosomal_L22[Ribosomal protein L22p/L17e]	.	GO:0009986;GO:0035690;GO:0015934;GO:0006412;GO:0003735	.	.	.	.	.
B9J08_003128T0	B9J08_003128	B9J08_003128	 name="hypothetical protein" 	PF04433.12|SWIRM[SWIRM domain];PF00249.26|Myb_DNA-binding[Myb-like DNA-binding domain]	.	GO:0042393;GO:0003677;GO:0005987;GO:0044109;GO:0031496;GO:0016586;GO:0005829;GO:0043044;GO:0016514;GO:0000436	.	.	.	.	.
B9J08_003129T0	B9J08_003129	B9J08_003129	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003130T0	B9J08_003130	B9J08_003130	 name="hypothetical protein" 	PF01926.18|MMR_HSR1[50S ribosome-binding GTPase];PF00679.19|EFG_C[Elongation factor G C-terminus];PF08477.8|Miro[Miro-like protein];PF00009.22|GTP_EFTU[Elongation factor Tu GTP binding domain];PF03764.13|EFG_IV[Elongation factor G, domain IV]	.	GO:0000349;GO:0000244;GO:0000388;GO:0005682;GO:0005525;GO:0030623;GO:0003924;GO:0046540	.	.	.	.	.
B9J08_003131T0	B9J08_003131	B9J08_003131	 name="hypothetical protein" 	PF03874.11|RNA_pol_Rpb4[RNA polymerase Rpb4]	.	GO:0005665;EC:2.7.7.6;GO:0000288;GO:0045948;GO:0031369;GO:0000932;GO:0031990;GO:0001172;GO:0003899;GO:0034402;GO:0000166;GO:0006367	ko05016[Huntington's disease];ko00240[Pyrimidine metabolism];ko03020[RNA polymerase]	.	.	.	.
B9J08_003132T0	B9J08_003132	B9J08_003132	 name="hypothetical protein" 	PF00069.20|Pkinase[Protein kinase domain];PF01636.18|APH[Phosphotransferase enzyme family];PF07714.12|Pkinase_Tyr[Protein tyrosine kinase]	EC:2.7.12.1[Dual-specificity kinase.]	GO:0051286;GO:0005634;GO:0005524;GO:0044732;GO:0004713;GO:0004674;GO:0005829;EC:2.7.11;EC:2.7.10;GO:0018108	.	.	.	.	.
B9J08_003133T0	B9J08_003133	B9J08_003133	 name="mitochondrial import inner membrane translocase subunit TIM17" 	PF02466.14|Tim17[Tim17/Tim22/Tim23/Pmp24 family]	.	GO:0005744;GO:0000002;GO:0015450;GO:0030150;GO:0031305	.	.	.	TMH:3	.
B9J08_003134T0	B9J08_003134	B9J08_003134	 name="hypothetical protein" 	PF00324.16|AA_permease[Amino acid permease];PF13520.1|AA_permease_2[Amino acid permease]	.	GO:0003333;GO:0016021;GO:0015171	.	.	.	TMH:12	.
B9J08_003135T0	B9J08_003135	B9J08_003135	 name="hypothetical protein" 	PF00687.16|Ribosomal_L1[Ribosomal protein L1p/L10e family]	.	GO:0030686;GO:0005730;GO:0042274	.	.	.	.	.
B9J08_003136T0	B9J08_003136	B9J08_003136	 name="hypothetical protein" 	PF02089.10|Palm_thioest[Palmitoyl protein thioesterase]	EC:3.1.2.22[Palmitoyl-protein hydrolase.]	GO:0005783;EC:3.1.2.22;GO:0008474;GO:0002084;GO:0007035	ko04142[Lysosome]	.	.	.	.
B9J08_003137T0	B9J08_003137	B9J08_003137	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003138T0	B9J08_003138	B9J08_003138	 name="hypothetical protein" 	PF05405.9|Mt_ATP-synt_B[Mitochondrial ATP synthase B chain precursor (ATP-synt_B)]	EC:3.6.3.14[H(+)-transporting two-sector ATPase.]	GO:0015986;GO:0016787;GO:0000276;GO:0015078;GO:0005886	ko05016[Huntington's disease];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_003139T0	B9J08_003139	B9J08_003139	 name="hypothetical protein" 	PF00400.27|WD40[WD domain, G-beta repeat];PF12265.3|CAF1C_H4-bd[Histone-binding protein RBBP4 or subunit C of CAF1 complex]	.	GO:0006335;GO:0042393;GO:0005634;GO:0005737;GO:0033186	.	.	.	.	.
B9J08_003140T0	B9J08_003140	B9J08_003140	 name="hypothetical protein" 	PF08700.6|Vps51[Vps51/Vps67]	.	.	.	.	.	.	.
B9J08_003141T0	B9J08_003141	B9J08_003141	 name="hypothetical protein" 	PF12847.2|Methyltransf_18[Methyltransferase domain];PF08242.7|Methyltransf_12[Methyltransferase domain];PF08241.7|Methyltransf_11[Methyltransferase domain];PF13649.1|Methyltransf_25[Methyltransferase domain];PF13847.1|Methyltransf_31[Methyltransferase domain]	.	GO:0016279;GO:0005737;GO:0018022;GO:0016192	.	.	.	.	.
B9J08_003142T0	B9J08_003142	B9J08_003142	 name="hypothetical protein" 	PF00638.13|Ran_BP1[RanBP1 domain]	.	GO:0031938;GO:0005643;GO:0000056;GO:0005829;GO:0006611	.	.	.	.	.
B9J08_003143T0	B9J08_003143	B9J08_003143	 name="hypothetical protein" 	PF00097.20|zf-C3HC4[Zinc finger, C3HC4 type (RING finger)];PF13923.1|zf-C3HC4_2[Zinc finger, C3HC4 type (RING finger)];PF13920.1|zf-C3HC4_3[Zinc finger, C3HC4 type (RING finger)];PF14634.1|zf-RING_5[zinc-RING finger domain];PF13639.1|zf-RING_2[Ring finger domain]	.	GO:0035861;GO:0044732;GO:0008270;GO:0042787;GO:0000775;GO:0004842	.	.	.	.	.
B9J08_003144T0	B9J08_003144	B9J08_003144	 name="hypothetical protein" 	.	.	GO:0006623;GO:0005095;GO:0006897;GO:0005622;GO:0034260	.	.	.	.	.
B9J08_003145T0	B9J08_003145	B9J08_003145	 name="hypothetical protein" 	.	.	GO:0005634;GO:0000725;GO:0097196	.	.	.	.	.
B9J08_003146T0	B9J08_003146	B9J08_003146	 name="hypothetical protein" 	PF05873.7|Mt_ATP-synt_D[ATP synthase D chain, mitochondrial (ATP5H)]	EC:3.6.3.14[H(+)-transporting two-sector ATPase.]	GO:0015986;GO:0006461;GO:0046961;GO:0046933;GO:0000274	ko05016[Huntington's disease];ko05010[Alzheimer's disease];ko05012[Parkinson's disease]	.	.	.	.
B9J08_003147T0	B9J08_003147	B9J08_003147	 name="hypothetical protein" 	PF01602.15|Adaptin_N[Adaptin N terminal region];PF02296.11|Alpha_adaptin_C[Alpha adaptin AP2, C-terminal domain];PF02883.15|Alpha_adaptinC2[Adaptin C-terminal domain]	.	GO:0006886;GO:0008565;GO:0030122;GO:0005935;GO:0016192	ko05016[Huntington's disease]	.	.	.	.
B9J08_003148T0	B9J08_003148	B9J08_003148	 name="hypothetical protein" 	PF00188.21|CAP[Cysteine-rich secretory protein family]	.	GO:0005576	.	.	.	TMH:1	.
B9J08_003149T0	B9J08_003149	B9J08_003149	 name="hypothetical protein" 	.	.	.	.	.	.	.	.
B9J08_003150T0	B9J08_003150	B9J08_003150	 name="hypothetical protein" 	PF00400.27|WD40[WD domain, G-beta repeat]	.	GO:0005847;GO:0051568;GO:0031124;GO:0048188;GO:0030846;GO:0031126;GO:0030847;GO:0034729;GO:0000723	.	.	.	.	.
B9J08_003151T0	B9J08_003151	B9J08_003151	 name="hypothetical protein" 	PF14604.1|SH3_9[Variant SH3 domain];PF07653.12|SH3_2[Variant SH3 domain];PF00018.23|SH3_1[SH3 domain]	.	GO:0017024;GO:0030479;GO:0030036	.	.	.	.	.
B9J08_003152T0	B9J08_003152	B9J08_003152	 name="hypothetical protein" 	PF04547.7|Anoctamin[Calcium-activated chloride channel]	.	GO:0008289;GO:0033101;GO:0090158;GO:0072659;GO:0060304;GO:0032541;GO:0016021	.	.	.	TMH:9	.
B9J08_003153T0	B9J08_003153	B9J08_003153	 name="YggS family pyridoxal phosphate enzyme" 	TIGR00044[TIGR00044: pyridoxal phosphate enzyme, YggS family];PF01168.15|Ala_racemase_N[Alanine racemase, N-terminal domain]	.	GO:0030170	.	.	.	.	.
B9J08_003154T0	B9J08_003154	B9J08_003154	 name="hypothetical protein" 	PF05383.12|La[La domain]	.	GO:0005654;GO:0005730;GO:0000166;GO:0030529;GO:0000049;GO:0008033	.	.	.	.	.
B9J08_003155T0	B9J08_003155	B9J08_003155	 name="hypothetical protein" 	PF04042.11|DNA_pol_E_B[DNA polymerase alpha/epsilon subunit B];PF08418.5|Pol_alpha_B_N[DNA polymerase alpha subunit B N-terminal]	.	GO:0003887;GO:0003677;GO:0005634;GO:0071897;GO:0006260;EC:2.7.7.7	ko03030[DNA replication];ko00240[Pyrimidine metabolism]	.	.	.	.
B9J08_003156T0	B9J08_003156	B9J08_003156	 name="hypothetical protein" 	PF00271.26|Helicase_C[Helicase conserved C-terminal domain];PF04851.10|ResIII[Type III restriction enzyme, res subunit];PF00270.24|DEAD[DEAD/DEAH box helicase]	.	GO:0003677;GO:0016787;GO:0005524	.	.	.	.	.
B9J08_003157T0	B9J08_003157	B9J08_003157	 name="GPI-anchor transamidase" 	PF01650.13|Peptidase_C13[Peptidase C13 family]	.	GO:0006508;GO:0008233;GO:0003923;GO:0042765;GO:0016255	.	.	.	.	.
